AccSpeciesName	ObservationID	TraitID	TraitName	DataName	StdValue	UnitName
Trifolium pratense	2507071	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	7.855	g
Trifolium pratense	2507072	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507072	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.128	g
Trifolium pratense	2507072	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	2.426	g
Trifolium pratense	2507073	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507073	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.101	g
Trifolium pratense	2507073	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.227	g
Trifolium pratense	2507074	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507074	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	5.629	g
Trifolium pratense	2507074	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	7.771	g
Trifolium pratense	2507075	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507075	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.09	g
Trifolium pratense	2507075	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.422	g
Trifolium pratense	2507076	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507076	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.491	g
Trifolium pratense	2507076	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.704	g
Trifolium pratense	2507077	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507077	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.461	g
Trifolium pratense	2507077	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	3.224	g
Trifolium pratense	2507078	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507078	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.35	g
Trifolium pratense	2507078	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	3.412	g
Trifolium pratense	2507079	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507079	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.754	g
Trifolium pratense	2507079	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	2.636	g
Trifolium pratense	2507080	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507080	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.336	g
Trifolium pratense	2507080	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.767	g
Trifolium pratense	2507081	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507081	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.281	g
Trifolium pratense	2507081	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.293	g
Trifolium pratense	2507082	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507082	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.333	g
Trifolium pratense	2507082	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.357	g
Trifolium pratense	2507083	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507083	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	4.128	g
Trifolium pratense	2507083	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	5.743	g
Trifolium pratense	2507084	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507084	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.165	g
Trifolium pratense	2507084	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.65	g
Trifolium pratense	2507085	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507085	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.925	g
Trifolium pratense	2507085	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	2.742	g
Trifolium pratense	2507086	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507086	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.952	g
Trifolium pratense	2507086	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.126	g
Trifolium pratense	2507087	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507087	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.478	g
Trifolium pratense	2507087	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.641	g
Trifolium pratense	2507088	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507088	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.393	g
Trifolium pratense	2507088	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.504	g
Trifolium pratense	2507089	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507089	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.28	g
Trifolium pratense	2507089	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.399	g
Trifolium pratense	2507090	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507090	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.529	g
Trifolium pratense	2507090	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.663	g
Trifolium pratense	2507091	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507091	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.379	g
Trifolium pratense	2507091	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	2.988	g
Trifolium pratense	2507092	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507092	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.516	g
Trifolium pratense	2507092	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.806	g
Trifolium pratense	2507093	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507093	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.768	g
Trifolium pratense	2507093	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.056	g
Trifolium pratense	2507094	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507094	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.834	g
Trifolium pratense	2507094	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	2.199	g
Trifolium pratense	2507095	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507095	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.56	g
Trifolium pratense	2507095	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.682	g
Trifolium pratense	2507096	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507096	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	5.002	g
Trifolium pratense	2507096	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	5.632	g
Trifolium pratense	2507097	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507097	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	3.496	g
Trifolium pratense	2507097	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	4.681	g
Trifolium pratense	2507098	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507098	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.651	g
Trifolium pratense	2507098	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.823	g
Trifolium pratense	2507099	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507099	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.277	g
Trifolium pratense	2507099	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.424	g
Trifolium pratense	2507100	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507100	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.273	g
Trifolium pratense	2507100	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	2.822	g
Trifolium pratense	2507101	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507101	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.484	g
Trifolium pratense	2507102	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507102	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.211	g
Trifolium pratense	2507102	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.264	g
Trifolium pratense	2507103	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507103	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	4.734	g
Trifolium pratense	2507103	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	5.602	g
Trifolium pratense	2507104	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507104	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.936	g
Trifolium pratense	2507104	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.446	g
Trifolium pratense	2507105	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507105	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.833	g
Trifolium pratense	2507105	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	3.525	g
Trifolium pratense	2507106	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507106	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	3.441	g
Trifolium pratense	2507107	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507108	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507109	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507109	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.332	g
Trifolium pratense	2507109	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.476	g
Trifolium pratense	2507110	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507110	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.348	g
Trifolium pratense	2507110	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.435	g
Trifolium pratense	2507111	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507111	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.104	g
Trifolium pratense	2507111	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.146	g
Trifolium pratense	2507112	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507112	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.339	g
Trifolium pratense	2507112	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.441	g
Trifolium pratense	2507113	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507113	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.124	g
Trifolium pratense	2507113	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.198	g
Trifolium pratense	2507114	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507114	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.305	g
Trifolium pratense	2507114	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.419	g
Trifolium pratense	2507115	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507115	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.411	g
Trifolium pratense	2507115	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.499	g
Trifolium pratense	2507116	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507116	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.193	g
Trifolium pratense	2507116	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.258	g
Trifolium pratense	2507117	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507117	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.24	g
Trifolium pratense	2507117	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.309	g
Trifolium pratense	2507118	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507118	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.218	g
Trifolium pratense	2507118	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.267	g
Trifolium pratense	2507119	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507119	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.077	g
Trifolium pratense	2507119	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.137	g
Trifolium pratense	2507120	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507120	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.201	g
Trifolium pratense	2507120	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.3	g
Trifolium pratense	2507121	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507121	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.607	g
Trifolium pratense	2507121	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.759	g
Trifolium pratense	2507122	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507122	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.356	g
Trifolium pratense	2507122	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.431	g
Trifolium pratense	2507123	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507123	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.252	g
Trifolium pratense	2507123	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.361	g
Trifolium pratense	2507124	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507124	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.487	g
Trifolium pratense	2507124	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.652	g
Trifolium pratense	2507125	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507125	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.494	g
Trifolium pratense	2507125	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.569	g
Trifolium pratense	2507126	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507126	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	3.352	g
Trifolium pratense	2507126	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	4.464	g
Trifolium pratense	2507127	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507127	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.577	g
Trifolium pratense	2507127	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	3.446	g
Trifolium pratense	2507128	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507128	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.466	g
Trifolium pratense	2507128	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.777	g
Trifolium pratense	2507129	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507129	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.123	g
Trifolium pratense	2507129	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	2.561	g
Trifolium pratense	2507130	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507130	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.077	g
Trifolium pratense	2507130	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.405	g
Trifolium pratense	2507131	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507131	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.343	g
Trifolium pratense	2507131	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.413	g
Trifolium pratense	2507132	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507132	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	7.634	g
Trifolium pratense	2507132	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	9.616	g
Trifolium pratense	2507133	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507133	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.512	g
Trifolium pratense	2507133	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.696	g
Trifolium pratense	2507134	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507134	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	5.263	g
Trifolium pratense	2507134	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	7.579	g
Trifolium pratense	2507135	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507135	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	4.132	g
Trifolium pratense	2507135	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	5.396	g
Trifolium pratense	2507136	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507136	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.666	g
Trifolium pratense	2507136	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	3.234	g
Trifolium pratense	2507137	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507137	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	3.125	g
Trifolium pratense	2507137	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	3.477	g
Trifolium pratense	2507138	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507138	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	13.975	g
Trifolium pratense	2507139	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507139	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.809	g
Trifolium pratense	2507139	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	2.104	g
Trifolium pratense	2507140	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507140	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	3.235	g
Trifolium pratense	2507140	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	3.777	g
Trifolium pratense	2507141	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507141	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.723	g
Trifolium pratense	2507141	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	2.414	g
Trifolium pratense	2507142	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507142	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.176	g
Trifolium pratense	2507142	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	2.633	g
Trifolium pratense	2507143	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507143	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.273	g
Trifolium pratense	2507143	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.902	g
Trifolium pratense	2507144	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507144	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.531	g
Trifolium pratense	2507144	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.76	g
Trifolium pratense	2507145	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507145	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.915	g
Trifolium pratense	2507145	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.241	g
Trifolium pratense	2507146	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507146	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	4.734	g
Trifolium pratense	2507146	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	6.21	g
Trifolium pratense	2507147	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507147	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	3.824	g
Trifolium pratense	2507147	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	4.949	g
Trifolium pratense	2507148	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507148	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.374	g
Trifolium pratense	2507148	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.536	g
Trifolium pratense	2507149	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507149	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	2.069	g
Trifolium pratense	2507149	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	3.22	g
Trifolium pratense	2507150	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507150	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.561	g
Trifolium pratense	2507150	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	2.096	g
Trifolium pratense	2507151	42	Plant growth form	Plant growth form	herb	
Trifolium pratense	2507151	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	1.282	g
Trifolium pratense	2507151	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.403	g
